itot;pridtot;lon;lat;xtot;ytot;ztot;ttot;laftot;
 245;9;8.392748;60.577979;-360589;-250854;450;-1;1;
 263;9;6.929387;59.020004;-461788;-413884;590;2.8;1;
 347;9;12.454066;55.627199;-161023;-818776;38;4.1;1;
 288;9;12.894027;59.05014;-120686;-437565;49;-1.3;1;
 345;9;10.148027;55.927888;-304124;-776802;24;21.8;1;
 347;9;11.945907;55.682099;-192849;-811232;3;4;1;
 110;9;15.631135;66.773496;27739;420044;314;-10.8;1;
 344;9;9.087142;55.473384;-375126;-821944;54;3.5;1;
 282;9;5.838988;58.772283;-527703;-432861;98;2.6;1;
 285;9;9.510534;58.862638;-316038;-446943;7;-1.2;1;
 263;9;6.159917;59.729071;-494725;-329844;76;2.6;1;
 266;9;10.851002;59.948877;-231187;-331965;188;7.2;1;
 365;9;9.420535;55.036563;-358274;-872636;2;3.2;1;
 312;9;18.419306;57.753065;203580;-578803;40;0;1;
 247;9;11.585509;60.864853;-184891;-232562;216;-2.9;1;
 324;9;8.148454;56.310169;-424502;-722849;3;4.2;1;
 70;9;16.580885;68.615168;64423;626227;18;-3.5;1;
 347;9;12.522326;55.689477;-156440;-811972;9;5.2;1;
 368;9;13.030275;55.535744;-124907;-830300;38;1.9;1;
 266;9;10.752864;59.901536;-236995;-336868;20;1.7;1;
 344;9;8.480439;55.940867;-408190;-766117;5;4.6;1;
 286;9;11.142255;58.908247;-221929;-448698;32;0.2;1;
 266;9;10.623343;59.895002;-244261;-337109;19;-0.7;1;
 112;9;20.637848;67.165691;243646;474316;388;-4.2;1;
 262;9;5.498051;59.770525;-530825;-319996;43;4.5;1;
 325;9;9.742712;57.160592;-318214;-637374;11;9;1;
 265;9;9.668279;59.659785;-299622;-359191;224;-0.4;1;
 237;9;25.744068;60.809751;580368;-195005;71;-2.7;1;
 194;9;22.446911;63.060353;374316;28409;33;-10.5;1;
 286;9;10.065829;59.038769;-282630;-429960;5;0.7;1;
 347;9;12.171;55.591304;-179092;-822047;59;2.9;1;
 309;9;14.137528;57.766387;-51353;-582385;112;2.4;1;
 327;9;12.723563;56.742076;-139569;-694700;35;2.2;1;
 348;9;13.202364;55.751325;-113322;-806473;47;2.3;1;
 290;9;15.825116;58.372787;48261;-514753;60;-1.1;1;
 345;9;10.314425;56.298486;-290693;-736197;51;1.9;1;
 36;9;29.710834;70.08842;556927;854343;45;-5.4;1;
 262;9;5.921607;58.981389;-519695;-410458;0;3.3;1;
 256;9;24.65322;60.222483;531687;-268981;36;-0.2;1;
 205;9;8.636617;62.656334;-324484;-22146;17;-0.8;1;
 247;9;11.241005;60.778599;-204086;-241103;160;-4.1;1;
 262;9;5.702372;59.09776;-530290;-395831;3;3.8;1;
 51;9;18.944243;69.696544;153231;751138;31;-4.6;1;
 271;9;17.01684;59.381002;114424;-400880;20;-1.5;1;
 246;9;11.119797;60.770586;-210713;-241602;182;-2.6;1;
 247;9;12.013545;60.60471;-163075;-262633;205;-2.8;1;
 226;9;10.275911;61.20943;-252880;-189841;187;-0.4;1;
 324;9;8.564441;56.832425;-392981;-667388;23;5.4;1;
 178;9;28.456463;64.171443;647293;198243;144;-10.4;1;
 345;9;9.606809;55.727053;-339857;-796516;80;3.1;1;
 256;9;25.068174;60.18882;554943;-269179;14;4;1;
 242;9;5.340905;59.920725;-537036;-302151;74;0.5;1;
 247;9;11.241519;60.775556;-204078;-241442;150;-2.6;1;
 186;9;10.330851;63.400651;-232266;52987;225;-1.5;1;
 203;9;6.32759;62.472459;-444357;-28651;17;0.3;1;
 266;9;10.384106;59.820803;-258183;-344417;200;-2.1;1;
 282;9;5.735133;58.811711;-533013;-427654;106;3.4;1;
 345;9;10.207364;56.269005;-297568;-738998;60;3.4;1;
 266;9;10.801884;59.721579;-235571;-357045;151;-1.7;1;
 266;9;10.637648;59.915553;-243309;-334880;19;24.7;1;
 266;9;10.761281;59.923916;-236362;-334412;21;8.1;1;
 53;9;23.390122;69.964369;321325;797443;3;-4.3;1;
 246;9;10.357221;60.178188;-256814;-304620;355;-2.9;1;
 266;9;10.710731;59.928223;-239145;-333747;44;1.4;1;
 271;9;17.983502;59.298845;169658;-407891;66;-1.1;1;
 345;9;10.192828;56.122477;-299694;-755286;60;3.9;1;
 186;9;10.341083;62.964401;-235270;4568;479;-4.1;1;
 262;9;5.641384;58.931934;-536425;-413613;3;5.8;1;
 258;9;26.859996;60.513309;646046;-216846;9;-4.5;1;
 251;9;17.43458;60.264142;134391;-301782;51;-0.6;1;
 292;9;18.663836;59.121544;209432;-425616;5;-1.6;1;
 266;9;11.035696;59.965325;-220796;-330786;106;-1.9;1;
 266;9;10.80465;59.899644;-234124;-337268;125;-1.3;1;
 266;9;10.77273;59.869398;-236124;-340512;17;-0.3;1;
 266;9;10.781309;59.937687;-235147;-332956;102;-0.3;1;
 248;9;12.938128;60.655274;-112429;-258990;488;-6.6;1;
 286;9;11.261521;58.674894;-216587;-475074;5;1.6;1;
 347;9;12.573031;55.632908;-153479;-818428;25;2.3;1;
 329;9;14.826577;56.836494;-10606;-686599;190;0.7;1;
 266;9;10.266657;59.804074;-264878;-345797;206;-1.6;1;
 253;9;19.694887;60.188043;259611;-303317;21;-1.5;1;
 192;9;18.773512;63.272725;188604;35861;36;-6.6;1;
 348;9;13.181365;55.718702;-114749;-810089;46;2.6;1;
 268;9;13.429438;59.448016;-88928;-394123;53;-2.2;1;
 242;9;5.244215;60.357483;-535022;-253274;59;1.6;1;
 266;9;11.020426;59.949568;-221754;-332485;159;-1.4;1;
 344;9;8.737288;56.227876;-389036;-735736;50;5.3;1;
 71;9;17.517483;69.204423;99995;693293;19;-5.1;1;
 367;9;12.07674;55.484409;-185600;-833748;32;4.2;1;
 325;9;9.559901;56.764762;-332992;-680540;2;4.1;1;
 286;9;10.05889;59.057989;-282863;-427794;54;0.6;1;
 33;9;23.782761;70.440247;329002;852333;15;-4.4;1;
 347;9;12.392363;55.865198;-163843;-791979;49;21.4;1;
 266;9;10.780165;59.465465;-238659;-385431;45;-0.6;1;
 325;9;9.895627;56.954022;-310809;-661133;18;4.2;1;
 288;9;12.890132;59.125319;-120634;-429184;72;-2.4;1;
 216;9;24.820491;62.273997;506109;-42009;119;-8.3;1;
 271;9;18.036438;59.344208;172427;-402702;39;2.4;1;
 292;9;18.204106;59.210629;182682;-417105;37;-2.2;1;
 256;9;24.881691;60.15492;545324;-274503;6;-0.7;1;
 272;9;18.802313;59.684394;213633;-362561;0;-2.6;1;
 226;9;10.295346;61.309162;-251031;-178852;192;-3.6;1;
 262;9;5.402457;59.551496;-539754;-343327;64;2.2;1;
 186;9;10.421133;63.411664;-227696;53885;74;-7.1;1;
 246;9;10.68487;60.806369;-234030;-236124;147;-2.5;1;
 266;9;10.832709;59.89819;-232570;-337531;121;-0.8;1;
 188;9;12.981814;63.399849;-100469;46038;452;-13;1;
 271;9;18.091327;59.313909;175704;-405925;44;-7.2;1;
 266;9;10.148364;59.74311;-271997;-352074;10;0.1;1;
 292;9;18.2825;59.118127;187674;-427174;24;-0.3;1;
 325;9;9.932894;56.993477;-308197;-656916;15;5.1;1;
 272;9;18.118442;59.287883;177385;-408747;39;-1;1;
 284;9;7.859722;58.173208;-419253;-514026;165;2.6;1;
 271;9;17.837785;59.429496;160735;-393725;30;-1.6;1;
 286;9;10.226195;59.075622;-273157;-426558;7;13.3;1;
 245;9;9.428853;60.951023;-300606;-214854;945;-7.6;1;
 272;9;18.816253;59.642169;214695;-367209;21;-1.3;1;
 347;9;12.380163;55.705439;-165338;-809829;17;3.5;1;
 266;9;9.992734;59.965785;-278776;-326684;139;0.3;1;
 186;9;10.386022;63.352007;-229914;47394;151;-7.4;1;
 263;9;6.466259;59.413276;-482338;-367027;663;4;1;
 186;9;10.553658;63.429197;-220982;55368;7;-5.5;1;
 285;9;9.712067;59.020117;-303021;-430422;96;0.7;1;
 282;9;5.767791;58.838526;-530719;-424966;106;3.8;1;
 187;9;10.926847;63.484506;-202071;60277;69;-2.6;1;
 207;9;11.40946;62.57398;-183805;-42239;691;-12.7;1;
 242;9;5.05179;60.331553;-545936;-254509;43;2.4;1;
 344;9;8.562687;56.197966;-400181;-737996;59;4.3;1;
 109;9;14.239993;66.999607;-33105;445307;0;-5.6;1;
 346;9;10.710918;56.279669;-266273;-740015;24;16.8;1;
 292;9;18.174211;59.18708;181109;-419810;40;-1.7;1;
 203;9;5.468872;62.256903;-491588;-46133;120;2.4;1;
 238;9;28.253961;61.040511;708952;-144605;93;25.9;1;
 284;9;8.04287;58.205334;-408154;-511642;92;2.5;1;
 347;9;12.627528;55.614872;-150109;-820576;2;2.5;1;
 266;9;10.462819;59.926649;-252957;-332973;70;-0.6;1;
 245;9;8.539384;60.300478;-355711;-282398;740;-1.3;1;
 347;9;12.504406;55.810783;-157043;-798349;33;2.8;1;
 271;9;18.002964;59.426637;170099;-393618;45;-2.3;1;
 272;9;18.598226;59.49187;203378;-384632;15;-2.5;1;
 288;9;13.168145;58.671077;-106185;-480285;69;-0.8;1;
 327;9;12.854501;56.674964;-131795;-702477;9;21.1;1;
 186;9;10.673445;63.569386;-213989;70515;17;-5.5;1;
 283;9;6.906488;58.886313;-464962;-428503;651;-0.5;1;
 246;9;11.18356;60.142613;-211400;-311581;207;-3.2;1;
 283;9;6.439669;58.291272;-500433;-490797;1;0.9;1;
 348;9;13.035492;55.600655;-124354;-823039;8;1.8;1;
 266;9;10.724664;59.915398;-238464;-335224;25;23.1;1;
 367;9;11.866147;55.009668;-201554;-886294;4;3;1;
 266;9;10.780715;59.96099;-235009;-330364;171;-2;1;
 347;9;12.560041;55.719817;-153930;-808666;8;4;1;
 265;9;9.65689;59.14435;-305026;-416363;5;1.8;1;
 307;9;11.813795;57.921114;-188785;-560780;107;2.5;1;
 185;9;9.061124;63.287796;-296426;45700;15;-7.4;1;
 245;9;9.481432;60.917592;-298095;-218804;975;-7.8;1;
 227;9;11.180567;61.145296;-204941;-200181;666;-5.1;1;
 292;9;18.126205;58.99996;179385;-440773;32;-1.5;1;
 326;9;10.36861;57.281109;-279430;-626857;20;5.6;1;
 369;9;14.708329;55.101017;-18720;-880916;20;3.8;1;
 367;9;12.058448;55.455954;-186907;-836881;38;2.8;1;
 266;9;10.766486;59.966934;-235757;-329652;187;-2.3;1;
 271;9;17.655933;59.800852;148733;-352837;17;-1.7;1;
 247;9;12.023327;60.632703;-162397;-259546;221;-3.9;1;
 285;9;9.99528;59.048661;-286578;-428549;129;0;1;
 271;9;17.554842;59.854969;142835;-347045;46;-1.6;1;
 291;9;16.840339;58.476202;107299;-501993;26;-1.3;1;
 266;9;11.052728;59.956299;-219910;-331848;109;-1.5;1;
 204;9;7.160731;62.737235;-398311;-4909;9;0.1;1;
 348;9;13.739712;56.108664;-78669;-767268;59;1;1;
 230;9;16.020393;61.861336;53518;-126197;144;-20.4;1;
 70;9;16.584308;68.587067;64640;623090;32;-3.4;1;
 275;9;23.413823;59.903181;468480;-313822;8;15.4;1;
 174;9;23.101874;63.846612;396083;119127;4;-9.8;1;
 94;9;24.144888;67.601935;387485;539886;221;-11.5;1;
 128;9;13.432858;66.000972;-70968;334715;48;-21.9;1;
 265;9;8.738707;59.099578;-357775;-416600;582;0;1;
 271;9;17.849921;59.638389;160391;-370448;37;-1.9;1;
 304;9;7.763828;58.10634;-425697;-520811;89;3.3;1;
 266;9;10.638604;59.912184;-243281;-335258;0;4.8;1;
 282;9;5.714271;58.903441;-532733;-417362;30;6.3;1;
 266;9;10.733486;59.933882;-237836;-333203;70;-0.6;1;
 287;9;11.392651;59.084818;-206436;-429885;68;-0.2;1;
 271;9;17.922427;59.21824;166595;-417023;56;-0.5;1;
 268;9;13.547137;60.138272;-80528;-317429;145;-2.5;1;
 347;9;12.501943;55.74948;-157465;-805205;0;3.7;1;
 254;9;22.37074;60.456442;403630;-259764;50;-4.1;1;
 266;9;10.764212;59.938406;-236093;-332813;64;-0.7;1;
 265;9;9.427461;59.798928;-311780;-342606;531;-0.4;1;
 328;9;13.957861;56.829239;-63747;-686908;142;0.6;1;
 347;9;12.589963;55.597894;-152555;-822389;15;2.7;1;
 266;9;10.084357;59.530206;-277390;-375446;91;0.7;1;
 262;9;5.24907;59.152363;-555031;-385987;15;4;1;
 346;9;11.107468;55.737518;-245358;-802175;8;3.6;1;
 347;9;12.581721;55.663408;-152801;-815034;14;0.7;1;
 242;9;5.225353;60.547723;-532842;-232187;57;1.8;1;
 242;9;5.317731;60.386676;-530533;-250670;14;5;1;
 245;9;8.792035;60.091393;-344088;-306936;969;-1.6;1;
 266;9;10.759256;59.92864;-236440;-333880;38;1.5;1;
 244;9;7.919795;60.497074;-387288;-257057;998;-5.3;1;
 266;9;10.400182;59.754993;-257810;-351792;150;-1.8;1;
 264;9;8.496487;59.328124;-368998;-389890;314;0;1;
 347;9;12.394208;55.622196;-164830;-819185;1;3;1;
 266;9;10.498654;59.920809;-251008;-333762;70;-0.6;1;
 263;9;6.177201;59.233505;-501314;-384663;37;3.5;1;
 129;9;14.096634;66.336566;-40387;371509;37;-10.2;1;
 191;9;17.258617;63.17168;113324;21080;9;-9.7;1;
 250;9;15.651797;60.574632;35637;-269587;115;-2.9;1;
 271;9;18.017275;59.336619;171380;-403598;0;21;1;
 242;9;5.27618;60.471151;-531376;-241032;64;1.6;1;
 284;9;7.971605;58.270125;-411530;-504002;52;2.7;1;
 327;9;12.0741;57.345521;-176296;-625716;17;2.4;1;
 109;9;14.642769;67.402779;-15311;490112;0;-1.2;1;
 345;9;9.850105;55.926748;-322769;-775477;60;3.9;1;
 350;9;15.641777;56.178663;39984;-760004;6;2.6;1;
 266;9;10.950646;59.943994;-225676;-332862;168;-1.7;1;
 262;9;5.400006;59.784625;-536029;-317630;55;3;1;
 150;9;15.922076;65.328082;42833;259251;634;-8.8;1;
 184;9;6.912505;62.821104;-409688;5905;23;2.1;1;
 328;9;13.455571;56.793442;-94562;-690292;176;0.6;1;
 219;9;28.832966;61.783034;721823;-57392;87;-5.3;1;
 246;9;10.717513;60.211065;-236672;-302351;272;-2;1;
 251;9;17.113568;60.685507;115136;-255536;21;0.1;1;
 242;9;5.224894;60.38837;-535553;-249715;66;7.8;1;
 237;9;26.33952;60.88938;610654;-180761;68;-5.3;1;
 345;9;10.057098;56.327096;-306381;-731810;36;4;1;
 266;9;10.468133;59.350346;-257181;-397024;27;0.3;1;
 265;9;9.669739;59.638861;-299733;-361521;231;-0.1;1;
 205;9;8.347055;61.881325;-348099;-106376;0;-1.7;1;
 266;9;11.05108;59.939349;-220118;-333726;211;-1.4;1;
 307;9;11.907314;57.700028;-184434;-585702;11;3.9;1;
 347;9;12.511256;55.656639;-157280;-815622;8;2.1;1;
 211;9;17.03336;62.351132;104911;-70494;57;-8.2;1;
 187;9;10.962685;63.474702;-200364;59077;106;-5.2;1;
 266;9;10.499957;59.87765;-251272;-338562;11;0;1;
 303;9;7.446777;58.041616;-445112;-525838;80;2.3;1;
 245;9;8.364075;60.68867;-360879;-238440;736;-3.8;1;
 325;9;10.120734;57.0662;-296178;-649695;13;4.4;1;
 245;9;8.564786;60.622698;-350734;-246854;513;-1.9;1;
 266;9;10.864781;59.949903;-230413;-331901;170;-0.9;1;
 231;9;17.036342;61.334587;108644;-183491;149;-5;1;
 266;9;10.33873;59.210271;-265643;-412065;38;0.3;1;
 284;9;8.016749;58.172879;-410073;-515075;93;2.2;1;
 347;9;12.478024;55.758718;-158931;-804112;31;3.4;1;
 266;9;10.405207;59.761503;-257477;-351089;161;-2.3;1;
 345;9;9.355585;55.970788;-353255;-767963;87;3.5;1;
 216;9;25.83518;62.321389;557046;-28418;162;-7.3;1;
 347;9;12.747677;56.032789;-140870;-774067;43;2.7;1;
 235;9;23.788449;61.412157;466332;-144666;115;-6.5;1;
 254;9;22.359337;60.447449;403122;-260830;52;-4.1;1;
 327;9;12.277319;57.102386;-165209;-653395;72;2.6;1;
 244;9;8.235765;60.497038;-370070;-258922;1020;-4.5;1;
 266;9;10.857332;59.72149;-232465;-357257;154;-1.4;1;
 367;9;11.956882;55.202287;-194701;-864991;82;2.1;1;
 237;9;25.854313;61.145022;580000;-157232;94;0.6;1;
 266;9;10.663224;59.860914;-242295;-341047;65;-1.3;1;
 268;9;13.549534;59.414378;-82214;-398029;85;-3.1;1;
 242;9;5.247017;60.560853;-531449;-230922;49;3.2;1;
 263;9;6.248281;59.626519;-491360;-341837;344;2.1;1;
 271;9;18.087195;59.314476;175466;-405873;48;1.5;1;
 365;9;9.898952;55.27991;-325458;-847978;29;2.6;1;
 109;9;14.044152;67.066746;-41523;452905;11;-1;1;
 365;9;9.454852;55.256097;-353955;-848294;41;3.7;1;
 367;9;12.183458;55.486263;-178820;-833842;3;3;1;
 71;9;18.032126;69.236786;120252;697793;59;-4.2;1;
 51;9;18.974995;69.69568;154430;751115;48;-5.3;1;
 109;9;14.471269;67.280594;-22773;476535;43;-2.1;1;
 265;9;9.678425;59.769716;-298041;-347037;346;-0.8;1;
 272;9;18.435018;59.616189;193423;-371308;29;-2;1;
 286;9;11.131597;59.157612;-220871;-420919;55;0.4;1;
 347;9;12.368324;55.77704;-165757;-801784;33;2.7;1;
 285;9;8.931871;58.62166;-351790;-470697;3;4.4;1;
 347;9;12.533045;55.66972;-155848;-814210;8;20.8;1;
 266;9;10.478341;59.896955;-252326;-336332;176;-1.9;1;
 266;9;10.751956;59.926232;-236865;-334121;27;0.1;1;
 37;9;31.118242;70.377484;601096;898517;2;-3.9;1;
 266;9;10.42404;59.338053;-259777;-398212;94;-0.2;1;
 282;9;5.850121;58.891647;-525179;-419780;74;4;1;
 332;9;18.712342;57.337356;223687;-624181;8;1.3;1;
 204;9;7.073536;62.632645;-404149;-15908;2;5.2;1;
 345;9;9.69213;55.929178;-332626;-774400;92;4.2;1;
 206;9;10.796701;62.288028;-217209;-72068;502;17;1;
 282;9;5.644534;58.771506;-538838;-431334;58;3.3;1;
 72;9;20.854838;69.012726;234244;680559;476;-5.3;1;
 324;9;8.778783;56.756581;-380753;-677116;27;5.6;1;
 307;9;11.957295;57.450316;-182775;-613697;24;2.7;1;
 263;9;6.047689;59.031149;-511755;-405978;88;2.9;1;
 291;9;17.834359;59.180503;161764;-421448;57;-0.9;1;
 256;9;24.66689;60.135584;533883;-278433;17;22.7;1;
 367;9;11.954835;54.701971;-197489;-921065;3;2.8;1;
 203;9;6.238502;61.771115;-459488;-105305;108;2.4;1;
 266;9;10.197772;59.163846;-274047;-416633;73;-0.1;1;
 347;9;12.268548;55.568983;-173027;-824813;8;2.6;1;
 307;9;12.283129;58.286262;-159273;-521349;44;0.9;1;
 242;9;5.056316;60.122177;-549280;-277577;10;3.5;1;
 345;9;10.084636;56.108203;-306548;-756369;92;3.4;1;
 246;9;10.602127;60.76563;-238821;-240343;322;-3.5;1;
 271;9;17.550077;59.852267;142581;-347356;47;-2;1;
 265;9;9.671923;59.661874;-299398;-358977;244;-0.7;1;
 242;9;5.257303;60.265928;-535848;-263457;14;1.9;1;
 243;9;5.8292;60.409805;-502338;-252231;351;2.3;1;
 366;9;11.140686;55.343311;-245917;-846403;1;4.3;1;
 266;9;10.669154;59.337117;-245890;-399280;51;0;1;
 266;9;10.494098;59.887163;-251524;-337482;32;-0.7;1;
 205;9;8.55905;62.676964;-328197;-19470;6;-2;1;
 266;9;10.836558;59.885935;-232444;-338907;120;-1;1;
 290;9;15.763863;58.701536;44243;-478138;63;-2.5;1;
 153;9;20.890751;64.75731;279080;208227;20;-9;1;
 347;9;12.659709;55.600796;-148131;-822227;3;2.5;1;
 262;9;5.747517;58.983043;-529567;-408856;3;5.9;1;
 70;9;16.546623;68.681623;62848;633619;1;-1.9;1;
 345;9;9.621635;55.853132;-337745;-782520;75;3.3;1;
 285;9;8.943838;58.625648;-351057;-470319;79;3;1;
 266;9;10.24784;59.769269;-266215;-349585;26;-0.6;1;
 350;9;15.598935;56.311696;37176;-745141;89;4;1;
 347;9;12.57198;55.61702;-153612;-820205;10;3.5;1;
 187;9;10.955546;63.486732;-200633;60434;145;-6.6;1;
 266;9;10.637443;59.651458;-245314;-364223;48;-0.8;1;
 345;9;9.767308;56.097185;-326396;-756037;31;4.7;1;
 256;9;24.907053;60.158589;546650;-273884;3;-1.2;1;
 265;9;9.519457;60.061977;-304152;-313864;123;0;1;
 255;9;22.866592;60.804536;425924;-218098;148;-5.6;1;
 266;9;10.515471;59.943411;-249896;-331317;134;-2.2;1;
 36;9;29.730995;70.07713;557965;853284;11;-5;1;
 347;9;12.579899;55.703965;-152745;-810488;7;6.1;1;
 242;9;5.327766;60.515186;-527844;-236611;57;1.5;1;
 256;9;24.875553;60.156025;544969;-274433;3;0.4;1;
 167;9;11.461618;64.017747;-172308;117916;29;-4.2;1;
 307;9;12.112137;57.688292;-172287;-587579;121;2.3;1;
 265;9;9.635113;59.151073;-306204;-415513;17;1.2;1;
 256;9;24.755506;60.161397;538306;-274853;2;5.3;1;
 109;9;14.360182;67.2751;-27564;475966;2;-2.5;1;
 242;9;5.42863;60.499604;-522638;-239150;46;1.5;1;
 344;9;8.683807;55.474929;-400618;-819339;0;4;1;
 307;9;12.371779;57.605463;-157184;-597484;1;3.4;1;
 245;9;9.66425;60.984605;-287625;-212207;845;-4;1;
 327;9;12.21842;57.168862;-168459;-645821;11;2.3;1;
 271;9;17.960397;59.332905;168170;-404161;37;-1.4;1;
 347;9;12.419988;55.727738;-162726;-807435;33;3.4;1;
 350;9;15.582296;56.159897;36298;-762140;14;3.2;1;
 262;9;5.718274;58.968987;-531454;-410165;97;5.2;1;
 347;9;12.470555;55.621932;-160004;-819407;4;2.8;1;
 367;9;12.142573;55.223033;-182725;-863212;5;3.3;1;
 203;9;5.114963;61.936406;-515158;-78599;13;8.4;1;
 345;9;10.177355;56.162497;-300321;-750746;43;3.9;1;
 271;9;18.017049;59.3538;171277;-401686;11;-0.5;1;
 250;9;16.590985;60.718391;86585;-252698;112;-2.7;1;
 330;9;16.399258;56.521229;86338;-720931;11;2.3;1;
 348;9;13.456581;55.602577;-97699;-823551;3;2.2;1;
 348;9;13.436087;55.796869;-98467;-801758;79;2.3;1;
 225;9;8.420946;61.875794;-344309;-107385;379;4.7;1;
 224;9;7.196078;60.922008;-420966;-205537;42;5.6;1;
 345;9;9.712388;55.548219;-334865;-817040;15;6.3;1;
 367;9;12.199078;55.303619;-178720;-854342;23;2.9;1;
 271;9;17.764464;59.305133;157180;-407748;12;-1.6;1;
 245;9;8.534276;60.324122;-355727;-279751;1065;-2.5;1;
 345;9;9.7476;56.023845;-328293;-764121;74;3.1;1;
 283;9;7.072035;58.663644;-458553;-454323;626;-1.4;1;
 306;9;10.490675;57.494575;-270407;-603594;5;8.3;1;
 347;9;12.483096;55.758586;-158612;-804139;30;3.5;1;
 271;9;18.035715;59.441357;171876;-391893;19;4.9;1;
 266;9;10.64684;59.936044;-242643;-332639;182;-1.5;1;
 304;9;7.768712;58.077213;-425776;-524072;20;-0.1;1;
 207;9;12.389505;62.051598;-136026;-102701;835;-11.8;1;
 262;9;5.854581;58.931004;-524303;-415474;50;4.3;1;
 345;9;9.698284;55.894074;-332565;-778350;79;3.5;1;
 242;9;5.263966;60.369276;-533749;-252140;90;0.7;1;
 219;9;29.723505;61.700505;769586;-56018;95;11.9;1;
 247;9;11.349632;60.80909;-198002;-238055;235;-2.3;1;
 266;9;10.499264;59.921975;-250965;-333635;82;-0.8;1;
 291;9;17.170071;59.218528;123725;-418689;44;-0.6;1;
 287;9;11.401316;59.108605;-205793;-427266;124;-0.3;1;
 186;9;10.319582;63.352277;-233217;47663;198;-4.1;1;
 366;9;10.606064;55.042732;-282235;-877851;11;4.2;1;
 89;9;14.545224;68.237723;-18833;583329;4;1.1;1;
 348;9;13.137627;55.66606;-117678;-815906;14;1.8;1;
 224;9;7.560379;61.053089;-399721;-193379;56;3.3;1;
 266;9;10.750405;59.284323;-241672;-405457;16;0.2;1;
 266;9;10.234188;59.791415;-266796;-347069;31;0.9;1;
 284;9;7.99527;58.148837;-411621;-517605;11;4.5;1;
 284;9;8.092297;58.167393;-405720;-516163;27;1.8;1;
 285;9;9.737601;59.006055;-301689;-432104;18;0.9;1;
 307;9;11.95806;57.750403;-181144;-580228;30;3.9;1;
 312;9;18.791674;57.719987;225944;-581246;9;0;1;
 246;9;10.070662;60.835762;-267030;-230469;148;-0.5;1;
 242;9;5.436907;60.139629;-528126;-278845;73;4.8;1;
 266;9;10.977467;59.231536;-229145;-412158;16;0.4;1;
 347;9;12.571983;55.709648;-153220;-809833;11;4.8;1;
 266;9;10.462603;59.756367;-254306;-351888;64;-1.6;1;
 271;9;17.814136;59.423288;159427;-394474;37;-2.6;1;
 242;9;5.086017;60.352971;-543707;-252443;43;4.3;1;
 271;9;17.926424;59.276838;166526;-410490;59;-2.6;1;
 271;9;18.04835;59.444433;172574;-391517;24;-2.2;1;
 262;9;5.723454;58.959897;-531305;-411210;38;4.1;1;
 286;9;10.269587;59.128084;-270249;-420911;39;0.4;1;
 186;9;10.407291;63.396842;-228501;52291;51;-6.1;1;
 266;9;11.134569;59.929856;-215533;-335064;137;-1.3;1;
 266;9;10.388467;59.241832;-262561;-408762;38;0.1;1;
 245;9;9.048686;60.537545;-325315;-258831;942;-3.9;1;
 246;9;11.181302;60.160087;-211409;-309631;211;-2.7;1;
 271;9;17.892555;59.219075;164889;-417007;56;-3;1;
 186;9;10.41574;63.434807;-227780;56471;7;-2.3;1;
 266;9;10.587943;59.918188;-246057;-334399;72;-4.2;1;
 347;9;12.227701;55.945743;-173794;-782534;18;3.7;1;
 266;9;10.587228;59.916731;-246108;-334558;63;2.1;1;
 344;9;8.44295;55.501819;-415536;-814811;44;3.8;1;
 270;9;15.938963;59.524468;53045;-386305;38;-1.4;1;
 272;9;18.709056;59.314039;210778;-404054;22;-0.3;1;
 367;9;11.750596;55.206813;-207863;-863838;17;4;1;
 266;9;10.426031;59.778258;-256179;-349311;124;-1.1;1;
 307;9;11.993859;57.666973;-179450;-589633;32;3.2;1;
 344;9;8.287719;55.62697;-423876;-799847;16;3.7;1;
 283;9;6.823352;58.703414;-472298;-448124;592;-1.3;1;
 266;9;10.396989;59.736128;-258138;-353874;155;-1.6;1;
 271;9;17.944947;59.516523;166357;-383767;33;-2.7;1;
 365;9;10.114723;55.396189;-310729;-836048;80;2.8;1;
 328;9;14.073082;57.175005;-56142;-648374;165;1.2;1;
 266;9;10.677257;59.924087;-241039;-334082;7;16.5;1;
 226;9;10.672207;61.152817;-232124;-197618;870;-6.9;1;
 95;9;24.907229;67.77416;416591;563661;220;-6.9;1;
 347;9;12.501684;55.859045;-157004;-792940;53;2.8;1;
 94;9;24.383741;67.516471;398921;531910;204;-6.7;1;
 310;9;16.659597;57.766316;98807;-581462;4;0;1;
 186;9;10.48331;63.407197;-224644;53171;194;-6.8;1;
 266;9;10.606958;59.877918;-245304;-338945;23;-0.7;1;
 236;9;24.45746;60.979118;508644;-187286;110;-5.9;1;
 271;9;17.853651;59.38863;161835;-398233;34;0.8;1;
 325;9;9.819712;56.877049;-316114;-669340;53;4.5;1;
 347;9;12.447852;55.659932;-161271;-815096;15;3.2;1;
 148;9;13.422664;65.53232;-72710;282567;73;-15.6;1;
 289;9;15.02749;58.539987;1600;-496414;104;4.4;1;
 36;9;29.330452;70.135336;541606;856221;80;-4.7;1;
 250;9;15.996304;60.265531;55005;-303746;115;-3.4;1;
 156;9;25.368231;64.941136;486480;255191;10;-10.2;1;
 365;9;10.14472;55.232017;-310213;-854548;18;3.4;1;
 266;9;10.804955;59.875971;-234278;-339900;160;-1.2;1;
 347;9;12.478964;55.908612;-158214;-787338;12;5.9;1;
 347;9;12.062371;55.843249;-184676;-793541;15;3.9;1;
